image_name,local_path,url,title,category,yolo_label,search_type
308.jpg,dataset_images/308.jpg,,,misc,product,product
309.jpg,dataset_images/309.jpg,,,misc,keyboard,electronics
31.jpg,dataset_images/31.jpg,,,misc,product,product
310.jpg,dataset_images/310.jpg,,,misc,product,product
311.jpg,dataset_images/311.jpg,,,misc,product,product
312.jpg,dataset_images/312.jpg,,,misc,product,product
313.jpg,dataset_images/313.jpg,,,misc,product,product
314.jpg,dataset_images/314.jpg,,,misc,product,product
315.jpg,dataset_images/315.jpg,,,misc,product,product
316.jpg,dataset_images/316.jpg,,,misc,product,product
317.jpg,dataset_images/317.jpg,,,misc,product,product
318.jpg,dataset_images/318.jpg,,,misc,product,product
319.jpg,dataset_images/319.jpg,,,misc,product,product
32.jpg,dataset_images/32.jpg,,,misc,product,product
320.jpg,dataset_images/320.jpg,,,misc,remote,electronics
321.jpg,dataset_images/321.jpg,,,misc,cell phone,electronics
322.jpg,dataset_images/322.jpg,,,misc,product,product
323.jpg,dataset_images/323.jpg,,,misc,product,product
324.jpg,dataset_images/324.jpg,,,misc,product,product
325.jpg,dataset_images/325.jpg,,,misc,product,product
326.jpg,dataset_images/326.jpg,,,misc,product,product
327.jpg,dataset_images/327.jpg,,,misc,mouse,electronics
328.jpg,dataset_images/328.jpg,,,misc,product,product
329.jpg,dataset_images/329.jpg,,,misc,product,product
33.jpg,dataset_images/33.jpg,,,misc,product,product
330.jpg,dataset_images/330.jpg,,,misc,product,product
331.jpg,dataset_images/331.jpg,,,misc,product,product
332.jpg,dataset_images/332.jpg,,,misc,product,product
333.jpg,dataset_images/333.jpg,,,misc,product,product
334.jpg,dataset_images/334.jpg,,,misc,cell phone,electronics
335.jpg,dataset_images/335.jpg,,,misc,product,product
336.jpg,dataset_images/336.jpg,,,misc,product,product
337.jpg,dataset_images/337.jpg,,,misc,product,product
338.jpg,dataset_images/338.jpg,,,misc,laptop,electronics
339.jpg,dataset_images/339.jpg,,,misc,laptop,electronics
34.jpg,dataset_images/34.jpg,,,misc,product,product
340.jpg,dataset_images/340.jpg,,,misc,laptop,electronics
341.jpg,dataset_images/341.jpg,,,misc,laptop,electronics
342.jpg,dataset_images/342.jpg,,,misc,product,product
343.jpg,dataset_images/343.jpg,,,misc,product,product
344.jpg,dataset_images/344.jpg,,,misc,product,product
345.jpg,dataset_images/345.jpg,,,misc,keyboard,electronics
346.jpg,dataset_images/346.jpg,,,misc,product,product
347.jpg,dataset_images/347.jpg,,,misc,keyboard,electronics
348.jpg,dataset_images/348.jpg,,,misc,product,product
349.jpg,dataset_images/349.jpg,,,misc,product,product
35.jpg,dataset_images/35.jpg,,,misc,product,product
350.jpg,dataset_images/350.jpg,,,misc,product,product
351.jpg,dataset_images/351.jpg,,,misc,product,product
352.jpg,dataset_images/352.jpg,,,misc,product,product
353.jpg,dataset_images/353.jpg,,,misc,product,product
354.jpg,dataset_images/354.jpg,,,misc,product,product
355.jpg,dataset_images/355.jpg,,,misc,product,product
356.jpg,dataset_images/356.jpg,,,misc,product,product
357.jpg,dataset_images/357.jpg,,,misc,product,product
358.jpg,dataset_images/358.jpg,,,misc,product,product
359.jpg,dataset_images/359.jpg,,,misc,product,product
36.jpg,dataset_images/36.jpg,,,misc,product,product
360.jpg,dataset_images/360.jpg,,,misc,mouse,electronics
361.jpg,dataset_images/361.jpg,,,misc,product,product
362.jpg,dataset_images/362.jpg,,,misc,product,product
363.jpg,dataset_images/363.jpg,,,misc,product,product
364.jpg,dataset_images/364.jpg,,,misc,product,product
365.jpg,dataset_images/365.jpg,,,misc,product,product
366.jpg,dataset_images/366.jpg,,,misc,product,product
367.jpg,dataset_images/367.jpg,,,misc,product,product
368.jpg,dataset_images/368.jpg,,,misc,product,product
369.jpg,dataset_images/369.jpg,,,misc,product,product
37.jpg,dataset_images/37.jpg,,,misc,product,product
370.jpg,dataset_images/370.jpg,,,misc,product,product
371.jpg,dataset_images/371.jpg,,,misc,product,product
372.jpg,dataset_images/372.jpg,,,misc,product,product
373.jpg,dataset_images/373.jpg,,,misc,product,product
374.jpg,dataset_images/374.jpg,,,misc,tv,electronics
375.jpg,dataset_images/375.jpg,,,misc,product,product
376.jpg,dataset_images/376.jpg,,,misc,product,product
377.jpg,dataset_images/377.jpg,,,misc,product,product
378.jpg,dataset_images/378.jpg,,,misc,product,product
379.jpg,dataset_images/379.jpg,,,misc,product,product
38.jpg,dataset_images/38.jpg,,,misc,product,product
380.jpg,dataset_images/380.jpg,,,misc,product,product
381.jpg,dataset_images/381.jpg,,,misc,product,product
382.jpg,dataset_images/382.jpg,,,misc,product,product
383.jpg,dataset_images/383.jpg,,,misc,product,product
384.jpg,dataset_images/384.jpg,,,misc,product,product
385.jpg,dataset_images/385.jpg,,,misc,product,product
386.jpg,dataset_images/386.jpg,,,misc,product,product
387.jpg,dataset_images/387.jpg,,,misc,product,product
388.jpg,dataset_images/388.jpg,,,misc,product,product
389.jpg,dataset_images/389.jpg,,,misc,product,product
39.jpg,dataset_images/39.jpg,,,misc,product,product
390.jpg,dataset_images/390.jpg,,,misc,product,product
391.jpg,dataset_images/391.jpg,,,misc,product,product
392.jpg,dataset_images/392.jpg,,,misc,product,product
393.jpg,dataset_images/393.jpg,,,misc,cell phone,electronics
394.jpg,dataset_images/394.jpg,,,misc,remote,electronics
395.jpg,dataset_images/395.jpg,,,misc,remote,electronics
396.jpg,dataset_images/396.jpg,,,misc,cell phone,electronics
397.jpg,dataset_images/397.jpg,,,misc,product,product
398.jpg,dataset_images/398.jpg,,,misc,product,product
399.jpg,dataset_images/399.jpg,,,misc,product,product
4.jpg,dataset_images/4.jpg,,,misc,product,product
40.jpg,dataset_images/40.jpg,,,misc,product,product
400.jpg,dataset_images/400.jpg,,,misc,product,product
41.jpg,dataset_images/41.jpg,,,misc,product,product
42.jpg,dataset_images/42.jpg,,,misc,product,product
43.jpg,dataset_images/43.jpg,,,misc,mouse,electronics
44.jpg,dataset_images/44.jpg,,,misc,product,product
45.jpg,dataset_images/45.jpg,,,misc,product,product
46.jpg,dataset_images/46.jpg,,,misc,product,product
47.jpg,dataset_images/47.jpg,,,misc,tv,electronics
48.jpg,dataset_images/48.jpg,,,misc,product,product
49.jpg,dataset_images/49.jpg,,,misc,product,product
50.jpg,dataset_images/50.jpg,,,misc,product,product
51.jpg,dataset_images/51.jpg,,,misc,product,product
52.jpg,dataset_images/52.jpg,,,misc,product,product
53.jpg,dataset_images/53.jpg,,,misc,cell phone,electronics
54.jpg,dataset_images/54.jpg,,,misc,product,product
55.jpg,dataset_images/55.jpg,,,misc,cell phone,electronics
56.jpg,dataset_images/56.jpg,,,misc,product,product
57.jpg,dataset_images/57.jpg,,,misc,product,product
58.jpg,dataset_images/58.jpg,,,misc,product,product
59.jpg,dataset_images/59.jpg,,,misc,product,product
5jpg.jpg,dataset_images/5jpg.jpg,,,misc,product,product
6.jpg,dataset_images/6.jpg,,,misc,product,product
60.jpg,dataset_images/60.jpg,,,misc,product,product
61.jpg,dataset_images/61.jpg,,,misc,product,product
62.jpg,dataset_images/62.jpg,,,misc,product,product
63.jpg,dataset_images/63.jpg,,,misc,product,product
64.jpg,dataset_images/64.jpg,,,misc,product,product
65.jpg,dataset_images/65.jpg,,,misc,product,product
66.jpg,dataset_images/66.jpg,,,misc,product,product
67.jpg,dataset_images/67.jpg,,,misc,product,product
68.jpg,dataset_images/68.jpg,,,misc,product,product
69.jpg,dataset_images/69.jpg,,,misc,product,product
7.jpg,dataset_images/7.jpg,,,misc,product,product
70.jpg,dataset_images/70.jpg,,,misc,product,product
71.jpg,dataset_images/71.jpg,,,misc,product,product
72.jpg,dataset_images/72.jpg,,,misc,product,product
73.jpg,dataset_images/73.jpg,,,misc,product,product
74.jpg,dataset_images/74.jpg,,,misc,product,product
75.jpg,dataset_images/75.jpg,,,misc,product,product
76.jpg,dataset_images/76.jpg,,,misc,product,product
77.jpg,dataset_images/77.jpg,,,misc,product,product
78.jpg,dataset_images/78.jpg,,,misc,product,product
79.jpg,dataset_images/79.jpg,,,misc,product,product
8.jpg,dataset_images/8.jpg,,,misc,product,product
80.jpg,dataset_images/80.jpg,,,misc,product,product
81.jpg,dataset_images/81.jpg,,,misc,product,product
82.jpg,dataset_images/82.jpg,,,misc,product,product
83.jpg,dataset_images/83.jpg,,,misc,remote,electronics
84.jpg,dataset_images/84.jpg,,,misc,product,product
85.jpg,dataset_images/85.jpg,,,misc,product,product
86.jpg,dataset_images/86.jpg,,,misc,product,product
87.jpg,dataset_images/87.jpg,,,misc,product,product
88.jpg,dataset_images/88.jpg,,,misc,product,product
89.jpg,dataset_images/89.jpg,,,misc,cell phone,electronics
9.jpg,dataset_images/9.jpg,,,misc,product,product
90.jpg,dataset_images/90.jpg,,,misc,product,product
91.jpg,dataset_images/91.jpg,,,misc,product,product
92.jpg,dataset_images/92.jpg,,,misc,product,product
93.jpg,dataset_images/93.jpg,,,misc,product,product
94.jpg,dataset_images/94.jpg,,,misc,product,product
95.jpg,dataset_images/95.jpg,,,misc,product,product
96.jpg,dataset_images/96.jpg,,,misc,product,product
97.jpg,dataset_images/97.jpg,,,misc,product,product
98.jpg,dataset_images/98.jpg,,,misc,product,product
99.jpg,dataset_images/99.jpg,,,misc,product,product
029a1edf7625b398.jpg,dataset_images/blouse/029a1edf7625b398.jpg,https://www.digikala.com/product/dkp-9553802/%D8%A8%D8%A7%D8%AF%DB%8C-%D8%A2%D8%B3%D8%AA%DB%8C%D9%86-%DA%A9%D9%88%D8%AA%D8%A7%D9%87-%D8%B2%D9%86%D8%A7%D9%86%D9%87-%D9%85%D8%AF%D9%84-204/,,blouse,product,product
02fab1d80304cbd7.jpg,dataset_images/blouse/02fab1d80304cbd7.jpg,https://www.digikala.com/product/dkp-22306413/%D8%A8%D9%84%D9%88%D8%B2-%D8%B2%D9%86%D8%A7%D9%86%D9%87-%D8%AF%D8%A7%D9%86%D8%AA%D9%84-%DA%AF%D9%84%D8%AF%D8%A7%D8%B1-%D8%A7%D9%81%D8%B1%D8%A7%D8%AA%DB%8C%D9%86-%D9%85%D8%AF%D9%84-%D8%A8%D9%84%DA%A9-%D8%B1%D8%B2-7557/,,blouse,product,product
04831dc1145f7988.jpg,dataset_images/blouse/04831dc1145f7988.jpg,https://www.digikala.com/product/dkp-22348123/%D8%B4%D9%88%D9%85%DB%8C%D8%B2-%D8%B2%D9%86%D8%A7%D9%86%D9%87-%D9%86%D8%AE-%DA%A9%D8%AA%D8%A7%D9%86-%D8%AA%DA%A9%D9%87%D8%AF%D9%88%D8%B2%DB%8C-%D8%A8%D8%A7-%D9%85%D8%AF%D9%84-64477/,,blouse,product,product
065aca75683f7eca.jpg,dataset_images/blouse/065aca75683f7eca.jpg,https://www.digikala.com/product/dkp-22046404/%D8%A8%D9%84%D9%88%D8%B2-%D8%A2%D8%B3%D8%AA%DB%8C%D9%86-%DA%A9%D9%88%D8%AA%D8%A7%D9%87-%DB%8C%D9%82%D9%87-%DA%AF%D8%B1%D8%AF-%D8%B2%D9%86%D8%A7%D9%86%D9%87-%D9%85%D8%AF%D9%84-doted/,,blouse,product,product
06c108e041c51762.jpg,dataset_images/blouse/06c108e041c51762.jpg,https://www.digikala.com/product/dkp-18072662/%D8%A8%D8%A7%D8%AF%DB%8C-%D8%A2%D8%B3%D8%AA%DB%8C%D9%86-%D8%A8%D9%84%D9%86%D8%AF-%D8%B2%D9%86%D8%A7%D9%86%D9%87-%D9%85%D8%AF%D9%84-%D9%84%D8%A7%D8%B1%D8%A7-%DA%A9%D8%AF-3880/,,blouse,product,product
0789eb0839f3bcc6.jpg,dataset_images/blouse/0789eb0839f3bcc6.jpg,https://www.digikala.com/product/dkp-22182335/%D8%B4%D9%88%D9%85%DB%8C%D8%B2-%D8%B2%D9%86%D8%A7%D9%86%D9%87-%D9%85%D8%AF%D9%84-%DA%AF%D8%A7%D8%B2%D9%88%DB%8C%DB%8C%D9%84%DB%8C/,,blouse,product,product
086692aeb21d93ae.jpg,dataset_images/blouse/086692aeb21d93ae.jpg,https://www.digikala.com/product/dkp-22329754/%D8%B4%D9%88%D9%85%DB%8C%D8%B2-%D8%B2%D9%86%D8%A7%D9%86%D9%87-%D9%85%D8%AF%D9%84-%D8%B3%D8%A7%D8%AF%D9%87-%DA%A9%D8%AF-sp1/,,blouse,product,product
099779785fe6e08a.jpg,dataset_images/blouse/099779785fe6e08a.jpg,https://www.digikala.com/product/dkp-22037802/%D8%B4%D9%88%D9%85%DB%8C%D8%B2-%D8%A2%D8%B3%D8%AA%DB%8C%D9%86-%D8%A8%D9%84%D9%86%D8%AF-%DB%8C%D9%82%D9%87-%D8%A8%D8%B1%DA%AF%D8%B1%D8%AF%D8%A7%D9%86-%D8%B2%D9%86%D8%A7%D9%86%D9%87-%D9%85%D8%AF%D9%84-%DA%86%D8%A7%D8%B1%D8%AE%D9%88%D9%86%D9%87-005/,,blouse,product,product
0c11b6f2d093df40.jpg,dataset_images/blouse/0c11b6f2d093df40.jpg,https://www.digikala.com/product/dkp-22330309/%D8%B4%D9%88%D9%85%DB%8C%D8%B2-%D8%B2%D9%86%D8%A7%D9%86%D9%87-%D8%A2%D8%B3%D8%AA%DB%8C%D9%86-%D8%B3%D9%87%D8%B1%D8%A8%D8%B9-%D9%BE%D8%A7%DB%8C%DB%8C%D9%86-%DA%AF%D8%B1%D9%87%D8%A7%DB%8C-%DA%A9%D8%AF-yst094/,,blouse,product,product
0e112487d1dc6b30.jpg,dataset_images/blouse/0e112487d1dc6b30.jpg,https://www.digikala.com/product/dkp-21503480/%D8%B4%D9%88%D9%85%DB%8C%D8%B2-%D8%A2%D8%B3%D8%AA%DB%8C%D9%86-%D8%A8%D9%84%D9%86%D8%AF-%DB%8C%D9%82%D9%87-%D8%A8%D8%B1%DA%AF%D8%B1%D8%AF%D8%A7%D9%86-%D8%B2%D9%86%D8%A7%D9%86%D9%87-%D9%85%D8%AF%D9%84-mnd1997/,,blouse,product,product
0f3df20526400f61.jpg,dataset_images/blouse/0f3df20526400f61.jpg,https://www.digikala.com/product/dkp-22037735/%D8%B4%D9%88%D9%85%DB%8C%D8%B2-%D8%A2%D8%B3%D8%AA%DB%8C%D9%86-%D8%A8%D9%84%D9%86%D8%AF-%DB%8C%D9%82%D9%87-%D8%A8-%D8%A8-%D8%B2%D9%86%D8%A7%D9%86%D9%87-%D9%85%D8%AF%D9%84-%D8%AF%D9%84%D8%A7%D8%B1%D8%A7%D9%85/,,blouse,product,product
